 # Non-zero Gaunt coefficients 
 # for L2.le.L1 and L3 > 1     
 # index L1   L2   L3    Gaunt   
  195   10    4   19   -0.4352817137756805E-01
  196   11    3   19    0.2132436186229232E+00
  197   12    4   19    0.1685838828361839E+00
  198   14    2   19    0.1685838828361839E+00
  199   16    2   19    0.4352817137756805E-01
  200   13   11   19   -0.4441841017299279E-01
  201   14   10   19    0.1332552305189782E+00
  202   14   12   19    0.1146878419100074E+00
  203   16   12   19   -0.1332552305189782E+00
  204    7    6   20    0.2207281154418228E+00
  205    8    5   20   -0.6371871843402754E-01
  206    9    6   20    0.6371871843402754E-01
  207   11    4   20   -0.7539300438651345E-01
  208   12    3   20    0.2384136135044483E+00
  209   13    2   20    0.1946639002730063E+00
  210   15    2   20    0.7539300438651345E-01
  211   13   12   20    0.9932258459927999E-01
  212   14   11   20    0.1025799242814103E+00
  213   15   10   20   -0.9932258459927994E-01
  214   15   12   20   -0.1025799242814103E+00
  215   16   11   20    0.9932258459927994E-01
  216    5    5   21    0.4029925596769677E-01
  217    6    6   21   -0.1611970238707877E+00
  218    7    7   21    0.2417955358061817E+00
  219    8    8   21   -0.1611970238707877E+00
  220    9    9   21    0.4029925596769677E-01
  221   12    2   21   -0.1507860087730269E+00
  222   13    3   21    0.2462325212298296E+00
  223   14    4   21   -0.1507860087730269E+00
  224   10   10   21    0.7693494321105751E-01
  225   11   11   21   -0.1795148674924681E+00
  226   12   12   21    0.2564498107035244E-01
  227   13   13   21    0.1538698864221160E+00
  228   14   14   21    0.2564498107035244E-01
  229   15   15   21   -0.1795148674924681E+00
  230   16   16   21    0.7693494321105751E-01
  231    6    5   22   -0.6371871843402754E-01
  232    8    7   22    0.2207281154418228E+00
  233    9    8   22   -0.6371871843402754E-01
  234   11    2   22   -0.7539300438651345E-01
  235   13    4   22    0.1946639002730063E+00
  236   14    3   22    0.2384136135044483E+00
  237   15    4   22   -0.7539300438651345E-01
  238   11   10   22   -0.9932258459927994E-01
  239   12   11   22    0.1025799242814103E+00
  240   14   13   22    0.9932258459927999E-01
  241   15   14   22    0.1025799242814103E+00
  242   16   15   22   -0.9932258459927994E-01
  243    6    6   23   -0.1802237515728687E+00
  244    8    8   23    0.1802237515728687E+00
  245    9    7   23    0.1560783472274399E+00
  246   10    2   23   -0.4352817137756805E-01
  247   12    2   23   -0.1685838828361839E+00
  248   14    4   23    0.1685838828361839E+00
  249   15    3   23    0.2132436186229232E+00
  250   16    4   23   -0.4352817137756805E-01
  251   12   10   23    0.1332552305189782E+00
  252   12   12   23   -0.1146878419100074E+00
  253   14   14   23    0.1146878419100074E+00
  254   15   13   23   -0.4441841017299279E-01
  255   16   14   23    0.1332552305189782E+00
  256    6    5   24   -0.1685838828361840E+00
  257    9    8   24    0.1685838828361839E+00
  258   11    2   24   -0.1994711402007164E+00
  259   15    4   24    0.1994711402007164E+00
  260   16    3   24    0.1628675039676400E+00
  261   12   11   24   -0.6785024228911199E-01
  262   15   14   24    0.6785024228911199E-01
  263   16   13   24   -0.2035507268673357E+00
  264    5    5   25   -0.2384136135044480E+00
  265    9    9   25    0.2384136135044480E+00
  266   10    2   25   -0.2303294329808903E+00
  267   16    4   25    0.2303294329808903E+00
  268   11   11   25   -0.1517177540482852E+00
  269   12   10   25    0.1175200669506001E+00
  270   15   15   25    0.1517177540482852E+00
  271   16   14   25   -0.1175200669506002E+00
  272   10    9   26    0.2455320005465368E+00
  273   16    5   26    0.2455320005465368E+00
  274   10    8   27    0.1552880720369529E+00
  275   11    9   27    0.1901882698155457E+00
  276   15    5   27    0.1901882698155457E+00
  277   16    6   27    0.1552880720369529E+00
  278   10    7   28    0.1267921798770303E+00
  279   11    8   28    0.1793112203849456E+00
  280   12    9   28    0.1417579666102105E+00
  281   14    5   28    0.1417579666102105E+00
  282   15    6   28    0.1793112203849456E+00
  283   10    8   29   -0.4482780509623635E-01
  284   11    7   29    0.1901882698155456E+00
  285   12    8   29    0.1736173425847555E+00
  286   13    5   29    0.1417579666102105E+00
  287   14    6   29    0.1736173425847555E+00
  288   16    6   29    0.4482780509623635E-01
  289   10    9   30    0.1694331772935925E-01
  290   11    8   30   -0.8300496597356410E-01
  291   12    7   30    0.2273184612433491E+00
  292   12    9   30    0.6562118739530950E-01
  293   13    6   30    0.2143179005787513E+00
  294   14    5   30   -0.6562118739530950E-01
  295   15    6   30    0.8300496597356410E-01
  296   16    5   30   -0.1694331772935925E-01
  297   11    5   31    0.5357947514468776E-01
  298   12    6   31   -0.1694331772935934E+00
  299   13    7   31    0.2396146972445652E+00
  300   14    8   31   -0.1694331772935934E+00
  301   15    9   31    0.5357947514468776E-01
  302   10    5   32    0.1694331772935925E-01
  303   11    6   32   -0.8300496597356410E-01
  304   12    5   32   -0.6562118739530950E-01
  305   13    8   32    0.2143179005787513E+00
  306   14    7   32    0.2273184612433491E+00
  307   14    9   32   -0.6562118739530950E-01
  308   15    8   32   -0.8300496597356410E-01
  309   16    9   32    0.1694331772935925E-01
  310   10    6   33   -0.4482780509623635E-01
  311   12    6   33   -0.1736173425847555E+00
  312   13    9   33    0.1417579666102105E+00
  313   14    8   33    0.1736173425847555E+00
  314   15    7   33    0.1901882698155456E+00
  315   16    8   33   -0.4482780509623635E-01
  316   11    6   34   -0.1793112203849456E+00
  317   12    5   34   -0.1417579666102105E+00
  318   14    9   34    0.1417579666102105E+00
  319   15    8   34    0.1793112203849456E+00
  320   16    7   34    0.1267921798770303E+00
  321   10    6   35   -0.1552880720369529E+00
  322   11    5   35   -0.1901882698155457E+00
  323   15    9   35    0.1901882698155457E+00
  324   16    8   35    0.1552880720369529E+00
  325   10    5   36   -0.2455320005465368E+00
  326   16    9   36    0.2455320005465368E+00
  327   16   10   37    0.2548005986729748E+00
  328   15   10   38    0.1801712311720527E+00
  329   16   11   38    0.1801712311720527E+00
  330   14   10   39    0.1214714192760309E+00
  331   15   11   39    0.1881827135584987E+00
  332   16   12   39    0.1214714192760309E+00
  333   13   10   40    0.1086473403298333E+00
  334   14   11   40    0.1629710104947501E+00
  335   15   12   40    0.1629710104947501E+00
  336   13   11   41    0.1774203638124000E+00
  337   14   10   41   -0.4435509095309995E-01
  338   14   12   41    0.1717865285808715E+00
  339   16   12   41    0.4435509095309996E-01
  340   13   12   42    0.2217754547655000E+00
  341   14   11   42   -0.8589326429043581E-01
  342   15   10   42    0.2217754547654995E-01
  343   15   12   42    0.8589326429043581E-01
  344   16   11   42   -0.2217754547654996E-01
  345   10   10   43   -0.1185439669326395E-01
  346   11   11   43    0.7112638015958425E-01
  347   12   12   43   -0.1778159503989608E+00
  348   13   13   43    0.2370879338652815E+00
  349   14   14   43   -0.1778159503989608E+00
  350   15   15   43    0.7112638015958425E-01
  351   16   16   43   -0.1185439669326395E-01
  352   11   10   44    0.2217754547654995E-01
  353   12   11   44   -0.8589326429043581E-01
  354   14   13   44    0.2217754547655000E+00
  355   15   14   44   -0.8589326429043581E-01
  356   16   15   44    0.2217754547654996E-01
  357   12   10   45   -0.4435509095309995E-01
  358   12   12   45   -0.1717865285808715E+00
  359   14   14   45    0.1717865285808715E+00
  360   15   13   45    0.1774203638124000E+00
  361   16   14   45   -0.4435509095309996E-01
  362   12   11   46   -0.1629710104947501E+00
  363   15   14   46    0.1629710104947501E+00
  364   16   13   46    0.1086473403298333E+00
  365   11   11   47   -0.1881827135584987E+00
  366   12   10   47   -0.1214714192760309E+00
  367   15   15   47    0.1881827135584987E+00
  368   16   14   47    0.1214714192760309E+00
  369   11   10   48   -0.1801712311720527E+00
  370   16   15   48    0.1801712311720527E+00
  371   10   10   49   -0.2548005986729748E+00
  372   16   16   49    0.2548005986729748E+00
